,q0001,q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,q0013,q0014,q0015,q0017,q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,q0022,q0024,q0025_0001,q0025_0002,q0025_0003,q0026,q0028,q0029,q0030,q0034,q0035,q0036,racethn4,educ4,age3,kids,orientation,weight
673,Very masculine,Not at all important,1,0,0,0,0,0,No,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it","Never, but open to it","Never, and not open to it",Often,"Never, but open to it",Often,Often,0,1,1,0,1,0,0,1,0,1,1,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,1,0,0,0,0,0,0,1,0,Divorced,1,1,0,Straight,White,Associate's degree,Arizona,"$100,000-$124,999",Mountain,Windows Desktop / Laptop,White,Some college,35 - 64,1,Straight,0.536890969
674,Somewhat masculine,Not too important,1,1,0,0,0,0,Yes,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Often,"Never, but open to it",Sometimes,0,1,0,1,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,It?s the right thing to do,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Pennsylvania,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.05724395400000001
675,Very masculine,Somewhat important,1,1,1,0,0,0,No,Sometimes,Sometimes,Rarely,Rarely,Rarely,Often,"Never, and not open to it",Often,Often,"Never, but open to it",Sometimes,0,1,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,Men are taken more seriously,0,0,0,0,0,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,Contacted the HR department,0,0,0,0,0,0,Some,Yes,No,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,1,0,0,0,1,0,Married,1,0,0,Straight,Other,College graduate,Georgia,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,Other,College or more,35 - 64,1,Straight,0.851680214
676,Very masculine,Very important,1,1,0,0,0,0,No,Sometimes,Rarely,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Often,Rarely,Rarely,0,1,0,0,0,1,0,0,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,0,Other (please specify),0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Florida,"$150,000-$174,999",South Atlantic,Windows Desktop / Laptop,White,College or more,65 and up,1,Straight,0.5124084210000001
677,Somewhat masculine,Not too important,1,1,1,0,0,0,No,Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Often,"Never, and not open to it",Often,Rarely,Rarely,Sometimes,0,1,0,1,0,0,1,0,1,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,Did not respond at all,0,0,You didn?t think it was your place,A lot,No,Yes,Often,It?s the right thing to do,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,1,0,0,Straight,White,College graduate,Utah,"$75,000-$99,999",Mountain,Android Phone / Tablet,White,College or more,35 - 64,1,Straight,0.318799131
678,Somewhat masculine,Somewhat important,0,0,1,0,1,0,No,Sometimes,Rarely,Rarely,No answer,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Often,"Never, and not open to it","Never, and not open to it",0,1,0,0,0,0,0,0,1,0,0,0,"Employed, working part-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Always,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,0,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,Asian,Post graduate degree,Virginia,"$100,000-$124,999",South Atlantic,Windows Desktop / Laptop,Other,Post graduate degree,35 - 64,1,Straight,0.118990764
679,Somewhat masculine,Not too important,1,0,1,0,0,0,No,"Never, and not open to it",Rarely,Sometimes,No answer,Rarely,Often,"Never, and not open to it","Never, and not open to it",Sometimes,"Never, but open to it","Never, and not open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,Yes,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,1,0,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Oregon,Prefer not to answer,Pacific,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.470628361
680,Somewhat masculine,Somewhat important,1,0,0,0,0,0,Yes,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Rarely,Often,Rarely,Rarely,0,0,0,0,1,0,0,0,0,0,0,0,"Employed, working part-time",Men make more money,0,0,0,0,0,0,0,0,0,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Nothing at all,0,No,Always,0,0,0,0,0,0,Other (please specify),0,0,0,0,0,1,0,0,0,1,0,Divorced,0,0,1,Bisexual,White,Associate's degree,New Jersey,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop,White,Some college,35 - 64,0,Gay/Bisexual,0.8795406729999999
681,Somewhat masculine,Not too important,1,1,0,1,1,0,Yes,Often,Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,"Never, but open to it",Often,No answer,Sometimes,Sometimes,0,1,0,0,0,0,1,0,1,1,0,0,"Employed, working part-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,Reached out to the victim to offer support,0,0,0,0,A lot,No,No,Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,Oregon,"$50,000-$74,999",Pacific,Windows Desktop / Laptop,White,Post graduate degree,65 and up,0,Straight,0.056642551
682,Very masculine,Somewhat important,0,0,0,0,0,1,No,Rarely,Rarely,Rarely,Sometimes,"Never, but open to it",Often,"Never, and not open to it",Often,Often,"Never, but open to it",Often,0,1,0,1,0,0,0,1,0,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,0,1,Straight,White,Post graduate degree,Hawaii,Prefer not to answer,Pacific,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,0,Straight,0.058271271
683,Not very masculine,Not at all important,0,0,0,0,0,1,No,Often,Sometimes,Rarely,"Never, and not open to it","Never, and not open to it",Rarely,"Never, and not open to it",Rarely,No answer,"Never, but open to it","Never, and not open to it",0,1,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,No,Often,0,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,1,0,0,0,0,1,0,No answer,0,1,0,Straight,White,College graduate,Pennsylvania,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,0.481730211
684,Somewhat masculine,Not at all important,1,0,1,0,0,0,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, but open to it","Never, and not open to it",Rarely,Often,Often,Rarely,"Never, but open to it",0,1,0,0,0,0,0,0,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,Other (please specify),0,Contacted the HR department,0,0,0,0,0,0,A lot,Yes,Yes,Sometimes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Never married,0,0,1,Gay,White,College graduate,Kansas,"$125,000-$149,999",West North Central,iOS Phone / Tablet,White,College or more,35 - 64,0,Gay/Bisexual,0.695610733
685,Not very masculine,Not too important,0,0,0,1,1,1,Yes,Sometimes,Sometimes,Sometimes,Often,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,Rarely,Often,Rarely,0,1,0,0,0,0,1,0,1,0,0,0,"Employed, working part-time",0,0,0,0,0,0,None of the above,0,0,0,0,None of the above,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Often,0,0,0,0,0,0,Other (please specify),0,0,0,0,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Minnesota,"$125,000-$149,999",West North Central,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.061657168
686,Somewhat masculine,Not too important,0,1,0,0,0,0,Yes,Sometimes,Sometimes,Rarely,No answer,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No answer,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,Married,0,0,1,Straight,White,College graduate,Ohio,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,White,College or more,65 and up,0,Straight,0.999179623
687,Somewhat masculine,Not too important,1,1,0,0,0,0,Yes,Often,Often,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Rarely,Rarely,Rarely,Often,0,1,0,0,0,0,0,0,0,1,1,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,0,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Always,It?s the right thing to do,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Florida,"$75,000-$99,999",South Atlantic,Android Phone / Tablet,White,College or more,35 - 64,1,Straight,0.545344405
688,Very masculine,Very important,1,0,0,0,0,0,Yes,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Rarely,0,1,0,0,0,0,0,0,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Married,0,1,0,Straight,White,Some college,Idaho,Prefer not to answer,Mountain,Windows Desktop / Laptop,White,Some college,35 - 64,1,Straight,0.40369740200000004
689,Somewhat masculine,Very important,1,1,1,0,0,0,Yes,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Rarely,Sometimes,0,0,0,0,0,0,0,1,1,1,1,0,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Married,1,1,0,Straight,White,Some college,Missouri,"$10,000-$24,999",West North Central,iOS Phone / Tablet,White,Some college,35 - 64,1,Straight,2.0683801440000003
690,Somewhat masculine,Not too important,0,1,0,0,0,0,Yes,Rarely,Rarely,Sometimes,Sometimes,"Never, and not open to it",No answer,No answer,Often,"Never, and not open to it",No answer,No answer,0,0,0,0,0,0,0,0,1,1,0,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,0,0,0,0,0,0,0,1,Never married,0,0,1,Gay,Other,Some college,Texas,Prefer not to answer,West South Central,Windows Desktop / Laptop,Other,Some college,35 - 64,0,Gay/Bisexual,0.7521606559999999
691,Somewhat masculine,Not too important,0,0,1,0,0,0,No,Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Rarely,"Never, but open to it",No answer,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay",0,0,0,0,0,0,0,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,College graduate,Florida,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop,White,College or more,65 and up,1,Straight,0.5124084210000001
692,Very masculine,Not at all important,1,1,1,0,0,0,No,"Never, but open to it",Rarely,"Never, and not open to it","Never, but open to it","Never, but open to it",Sometimes,"Never, and not open to it",Sometimes,Often,"Never, and not open to it","Never, but open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,Contacted the HR department,Contacted the manager of the accused person,0,0,0,0,0,Some,No,No,Sometimes,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,Married,0,1,0,Straight,White,Some college,California,"$150,000-$174,999",Pacific,iOS Phone / Tablet,White,Some college,35 - 64,1,Straight,0.635800722
693,Very masculine,Not too important,1,0,0,1,1,0,No,Sometimes,Rarely,Often,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Rarely,Rarely,Sometimes,Sometimes,0,0,0,0,0,0,0,0,0,0,0,1,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Associate's degree,Missouri,"$100,000-$124,999",West North Central,Android Phone / Tablet,White,Some college,65 and up,1,Straight,0.8371719000000001
694,Somewhat masculine,Somewhat important,0,0,1,0,0,0,No,Rarely,Rarely,"Never, and not open to it","Never, and not open to it","Never, but open to it",Often,"Never, and not open to it",Sometimes,Rarely,"Never, but open to it","Never, but open to it",0,0,0,0,0,0,0,0,0,0,0,1,"Employed, working part-time",0,0,Men have more choice,0,0,0,0,0,0,Greater risk of being accused of sexual harassment,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,Some,No,Yes,Always,0,0,0,0,0,0,Other (please specify),1,0,0,0,0,0,0,0,0,1,0,Divorced,0,1,0,Straight,White,High school or G.E.D.,Montana,"$25,000-$49,999",Mountain,Windows Desktop / Laptop,White,High school or less,65 and up,1,Straight,1.1577266659999998
695,Not very masculine,Not too important,1,0,0,0,0,0,Yes,Sometimes,Sometimes,Often,Rarely,"Never, and not open to it",Sometimes,Rarely,Rarely,"Never, but open to it","Never, but open to it",Rarely,0,1,0,1,1,0,1,0,0,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,1,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Arizona,"$75,000-$99,999",Mountain,iOS Phone / Tablet,White,Post graduate degree,65 and up,1,Straight,0.05465732
696,Somewhat masculine,Not too important,1,0,0,0,1,0,Yes,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,No answer,0,1,0,0,0,0,0,0,0,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,0,0,0,1,0,0,0,0,1,0,Never married,0,0,1,Straight,White,Associate's degree,New Jersey,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet,White,Some college,65 and up,0,Straight,0.8251237859999999
697,Very masculine,Not at all important,1,1,1,0,1,0,No,Sometimes,Sometimes,"Never, and not open to it",No answer,"Never, and not open to it",Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",0,1,0,0,0,0,0,0,1,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,Widowed,0,1,0,Straight,White,College graduate,Maryland,Prefer not to answer,South Atlantic,MacOS Desktop / Laptop,White,College or more,65 and up,1,Straight,0.788585623
698,Very masculine,Not too important,1,1,1,0,0,0,Yes,Often,Sometimes,Often,Rarely,Rarely,Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,0,0,0,1,0,0,1,0,1,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,1,1,1,0,0,0,0,1,0,Divorced,0,1,0,Straight,Black,Some college,Virginia,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,Black,Some college,35 - 64,1,Straight,1.210280865
699,Somewhat masculine,Somewhat important,1,1,1,0,0,0,No,Rarely,Rarely,Rarely,No answer,"Never, but open to it",Rarely,"Never, and not open to it",Often,Rarely,"Never, but open to it",Sometimes,0,0,1,0,0,0,0,0,1,0,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,Managers want to hire and promote women,0,0,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,Yes,Yes,Always,It?s the right thing to do,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,0,0,1,0,0,0,0,1,0,Never married,0,0,1,Straight,White,Associate's degree,Minnesota,"$25,000-$49,999",West North Central,Windows Desktop / Laptop,White,Some college,35 - 64,0,Straight,0.6785174340000001
700,Somewhat masculine,Somewhat important,1,1,0,0,0,1,Yes,Sometimes,Rarely,"Never, but open to it","Never, but open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, but open to it","Never, and not open to it",Rarely,0,1,0,1,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,0,0,0,0,0,Other (please specify),0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Wisconsin,"$125,000-$149,999",East North Central,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.059086640999999995
701,Somewhat masculine,Very important,1,0,0,0,0,0,No,Sometimes,Rarely,"Never, and not open to it",Often,Rarely,Often,"Never, and not open to it",Often,Sometimes,No answer,Rarely,0,1,1,0,0,0,0,0,1,1,1,0,"Not employed, NOT looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,It?s the right thing to do,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Married,0,1,0,Straight,White,Post graduate degree,Idaho,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,White,Post graduate degree,65 and up,1,Straight,0.019744451
702,Very masculine,Not at all important,1,0,0,0,0,0,Yes,Rarely,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, and not open to it",Sometimes,0,0,0,1,0,0,0,0,0,1,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,0,0,"You asked the person out, so you feel obligated to pay",0,0,1,1,1,1,0,0,0,0,0,1,0,Divorced,0,0,1,Straight,White,Some college,Arizona,"$25,000-$49,999",Mountain,iOS Phone / Tablet,White,Some college,35 - 64,0,Straight,0.536890969
703,Somewhat masculine,Not too important,1,1,1,0,0,0,No,Rarely,Rarely,Rarely,Sometimes,"Never, but open to it",Often,"Never, and not open to it",Often,Sometimes,Rarely,Sometimes,0,1,0,0,0,0,0,1,1,1,1,0,"Employed, working full-time",Men make more money,0,0,0,0,0,0,0,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,No,Yes,Always,It?s the right thing to do,You make more money than your date,0,0,"You asked the person out, so you feel obligated to pay",0,0,0,0,1,0,0,0,1,0,0,0,0,Married,1,1,0,Straight,White,College graduate,Ohio,"$100,000-$124,999",East North Central,Windows Desktop / Laptop,White,College or more,35 - 64,1,Straight,1.0334004540000001
704,Somewhat masculine,Somewhat important,0,0,0,1,0,0,No,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Sometimes,Often,"Never, and not open to it",Often,Rarely,"Never, and not open to it",Sometimes,0,0,0,0,0,0,0,0,0,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,0,0,0,1,0,0,0,0,0,0,1,0,Married,0,0,1,Straight,Hispanic,College graduate,Nevada,"$100,000-$124,999",Mountain,Windows Desktop / Laptop,Hispanic,College or more,65 and up,0,Straight,1.010046392
705,Somewhat masculine,Not too important,1,1,1,0,1,0,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, and not open to it","Never, and not open to it",Sometimes,Sometimes,Often,"Never, and not open to it","Never, and not open to it",0,1,0,1,0,0,1,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Sometimes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Never married,0,0,1,Gay,White,Post graduate degree,Nevada,"$25,000-$49,999",Mountain,Windows Desktop / Laptop,White,Post graduate degree,35 - 64,0,Gay/Bisexual,0.056149672000000005
706,Not very masculine,Not too important,0,1,0,0,0,0,Yes,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Rarely,"Never, but open to it",Sometimes,0,1,0,1,0,0,0,1,1,1,0,0,"Employed, working full-time",0,0,0,0,0,0,None of the above,0,0,0,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,0,0,0,Nothing at all,0,Yes,Sometimes,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Married,0,0,1,Straight,Hispanic,Associate's degree,California,"$50,000-$74,999",Pacific,Android Phone / Tablet,Hispanic,Some college,35 - 64,0,Straight,1.79575539
707,Somewhat masculine,Somewhat important,1,1,1,1,1,0,Yes,Often,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,0,1,1,0,0,0,0,0,1,1,1,0,"Employed, working full-time",0,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,0,0,0,0,0,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,0,0,0,0,0,0,0,Never witnessed sexual harassment,0,0,A lot,Yes,No,Often,0,0,0,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",0,0,0,0,0,1,0,0,0,0,0,1,0,Married,0,1,0,Straight,Asian,Post graduate degree,New York,"$150,000-$174,999",Middle Atlantic,iOS Phone / Tablet,Other,Post graduate degree,35 - 64,1,Straight,0.135684463
708,Somewhat masculine,Not too important,1,0,1,0,1,0,Yes,Sometimes,Sometimes,Sometimes,Rarely,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,0,1,1,0,"Not employed, looking for work",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Always,0,0,0,0,0,0,Other (please specify),0,0,0,1,0,0,0,0,0,1,0,Divorced,0,0,1,Straight,White,High school or G.E.D.,North Carolina,"$0-$9,999",South Atlantic,Android Phone / Tablet,White,High school or less,35 - 64,0,Straight,1.9294762159999999
709,Very masculine,Not at all important,0,0,0,0,0,1,Yes,"Never, but open to it","Never, but open to it","Never, but open to it","Never, but open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Sometimes,"Never, and not open to it","Never, but open to it",0,0,0,0,0,0,0,0,0,1,1,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Often,0,You make more money than your date,0,"Societal expectations, even though you don?t always think you should have to pay",0,You try to pay to see if the other person will offer to share in the cost,0,1,1,0,1,1,0,0,0,0,1,0,Separated,0,1,0,Straight,Other,Post graduate degree,Florida,"$50,000-$74,999",South Atlantic,Android Phone / Tablet,Other,Post graduate degree,18 - 34,1,Straight,0.295670187
710,Somewhat masculine,Not too important,1,0,0,0,1,1,Yes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Often,"Never, but open to it",Rarely,0,0,0,0,0,0,0,0,1,0,0,0,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Always,It?s the right thing to do,0,You feel good about being the one who pays,0,"You asked the person out, so you feel obligated to pay",0,0,1,0,0,1,1,0,0,0,0,1,0,Married,0,0,1,Bisexual,White,Post graduate degree,Alabama,"$150,000-$174,999",East South Central,iOS Phone / Tablet,White,Post graduate degree,65 and up,0,Gay/Bisexual,0.066180659
711,Somewhat masculine,Somewhat important,1,0,1,0,0,0,No,"Never, but open to it",Rarely,"Never, but open to it",Rarely,"Never, and not open to it","Never, and not open to it","Never, but open to it",Rarely,"Never, but open to it",Often,Rarely,0,0,0,0,0,0,0,0,0,0,0,1,Not employed-retired,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Never,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Never married,0,0,1,Gay,White,Post graduate degree,Texas,"$0-$9,999",West South Central,Windows Desktop / Laptop,White,Post graduate degree,65 and up,0,Gay/Bisexual,0.059076967
